Antecedente;Valor;Consequente;Valor;Conf;Lift;Lev;Conv
modifmanut-medic-bt ;49414;religacao-bt substituicao-bt ;643;0,01;13,16;0;1,01
modifmanut-medic-bt substituicao-bt ;4263;religacao-bt ;643;0,15;1,84;0;1,08
religacao-bt ;383478;modifmanut-medic-bt substituicao-bt ;643;0;1,84;0;1
religacao-bt modifmanut-medic-bt ;7741;substituicao-bt ;643;0,08;15,2;0;1,08
religacao-bt substituicao-bt ;4622;modifmanut-medic-bt ;643;0,14;13,16;0;1,15
substituicao-bt ;25541;religacao-bt modifmanut-medic-bt ;643;0,03;15,2;0;1,02
processo ;79963;religacao-bt solicitacaoouvidoria ;642;0,01;10,15;0;1,01
processo solicitacaoouvidoria ;1420;religacao-bt ;642;0,45;5,51;0;1,67
religacao-bt ;383478;processo solicitacaoouvidoria ;642;0;5,51;0;1
religacao-bt processo ;16272;solicitacaoouvidoria ;642;0,04;13,32;0;1,04
religacao-bt solicitacaoouvidoria ;3697;processo ;642;0,17;10,15;0;1,19
solicitacaoouvidoria ;13841;religacao-bt processo ;642;0,05;13,32;0;1,04
acompanhamento-bt ;3497;reclamacao ;641;0,18;4,14;0;1,17
reclamacao ;207044;acompanhamento-bt ;641;0;4,14;0;1
corte-bt ;489093;processo solicitacaoouvidoria ;635;0;4,27;0;1
corte-bt processo ;18620;solicitacaoouvidoria ;635;0,03;11,52;0;1,03
corte-bt solicitacaoouvidoria ;3828;processo ;635;0,17;9,7;0;1,18
processo ;79963;corte-bt solicitacaoouvidoria ;635;0,01;9,7;0;1,01
processo solicitacaoouvidoria ;1420;corte-bt ;635;0,45;4,27;0;1,62
solicitacaoouvidoria ;13841;corte-bt processo ;635;0,05;11,52;0;1,04
alterar-carga-bt ;13586;negativacao fiscalizacao-bt ;622;0,05;6,03;0;1,04
fiscalizacao-bt ;64097;negativacao alterar-carga-bt ;622;0,01;12,43;0;1,01
fiscalizacao-bt alterar-carga-bt ;2267;negativacao ;622;0,27;1,4;0;1,11
negativacao ;913226;fiscalizacao-bt alterar-carga-bt ;622;0;1,4;0;1
negativacao alterar-carga-bt ;3649;fiscalizacao-bt ;622;0,17;12,43;0;1,19
negativacao fiscalizacao-bt ;35516;alterar-carga-bt ;622;0,02;6,03;0;1,01
afericao-bt ;27085;religacao-bt ren ;618;0,02;3,02;0;1,02
religacao-bt ;383478;ren afericao-bt ;618;0;3,83;0;1
religacao-bt afericao-bt ;6154;ren ;618;0,1;1,53;0;1,04
religacao-bt ren ;35276;afericao-bt ;618;0,02;3,02;0;1,01
ren ;306902;religacao-bt afericao-bt ;618;0;1,53;0;1
ren afericao-bt ;1966;religacao-bt ;618;0,31;3,83;0;1,34
negativacao ;913226;processo solicitacaoouvidoria ;617;0;2,22;0;1
negativacao processo ;26936;solicitacaoouvidoria ;617;0,02;7,74;0;1,02
negativacao solicitacaoouvidoria ;4980;processo ;617;0,12;7,24;0;1,12
processo ;79963;negativacao solicitacaoouvidoria ;617;0,01;7,24;0;1,01
processo solicitacaoouvidoria ;1420;negativacao ;617;0,43;2,22;0;1,42
solicitacaoouvidoria ;13841;negativacao processo ;617;0,04;7,74;0;1,04
corte-bt ;489093;fiscalizacao-bt desligamento-bt ;616;0;7,54;0;1
corte-bt desligamento-bt ;3403;fiscalizacao-bt ;616;0,18;13,2;0;1,2
corte-bt fiscalizacao-bt ;46776;desligamento-bt ;616;0,01;6,65;0;1,01
desligamento-bt ;9259;corte-bt fiscalizacao-bt ;616;0,07;6,65;0;1,06
fiscalizacao-bt ;64097;corte-bt desligamento-bt ;616;0,01;13,2;0;1,01
fiscalizacao-bt desligamento-bt ;781;corte-bt ;616;0,79;7,54;0;4,21
afericao-bt ;27085;corte-bt ren ;613;0,02;2;0;1,01
corte-bt ;489093;ren afericao-bt ;613;0;2,98;0;1
corte-bt afericao-bt ;6642;ren ;613;0,09;1,41;0;1,03
corte-bt ren ;52998;afericao-bt ;613;0,01;2;0;1,01
modifmanut-medic-bt ;49414;reclamacao solicitacaoouvidoria ;613;0,01;8,43;0;1,01
modifmanut-medic-bt solicitacaoouvidoria ;902;reclamacao ;613;0,68;15,34;0;2,97
reclamacao ;207044;modifmanut-medic-bt solicitacaoouvidoria ;613;0;15,34;0;1
reclamacao modifmanut-medic-bt ;10674;solicitacaoouvidoria ;613;0,06;19,39;0;1,06
reclamacao solicitacaoouvidoria ;6878;modifmanut-medic-bt ;613;0,09;8,43;0;1,09
ren ;306902;corte-bt afericao-bt ;613;0;1,41;0;1
ren afericao-bt ;1966;corte-bt ;613;0,31;2,98;0;1,3
solicitacaoouvidoria ;13841;reclamacao modifmanut-medic-bt ;613;0,04;19,39;0;1,04
reclamacao ;207044;ren substituicao-bt ;604;0;5,89;0;1
reclamacao substituicao-bt ;6174;ren ;604;0,1;1,49;0;1,04
ren ;306902;reclamacao substituicao-bt ;604;0;1,49;0;1
ren reclamacao ;15503;substituicao-bt ;604;0,04;7,13;0;1,03
ren substituicao-bt ;2315;reclamacao ;604;0,26;5,89;0;1,29
substituicao-bt ;25541;ren reclamacao ;604;0,02;7,13;0;1,02
arrecad--tesouraria ;1118;negativacao ;600;0,54;2,75;0;1,73
negativacao ;913226;arrecad--tesouraria ;600;0;2,75;0;1
negativacao ;913226;verif-instalacao-bt solicitacaoouvidoria ;595;0;2,02;0;1
negativacao solicitacaoouvidoria ;4980;verif-instalacao-bt ;595;0,12;9,07;0;1,12
negativacao verif-instalacao-bt ;19365;solicitacaoouvidoria ;595;0,03;10,38;0;1,03
solicitacaoouvidoria ;13841;negativacao verif-instalacao-bt ;595;0,04;10,38;0;1,04
verif-instalacao-bt ;61563;negativacao solicitacaoouvidoria ;595;0,01;9,07;0;1,01
verif-instalacao-bt solicitacaoouvidoria ;1508;negativacao ;595;0,39;2,02;0;1,33
processo ;79963;reclamacao substituicao-bt ;587;0,01;5,56;0;1,01
processo substituicao-bt ;1366;reclamacao ;587;0,43;9,7;0;1,67
reclamacao ;207044;processo substituicao-bt ;587;0;9,7;0;1
reclamacao processo ;10605;substituicao-bt ;587;0,06;10,13;0;1,05
reclamacao substituicao-bt ;6174;processo ;587;0,1;5,56;0;1,09
substituicao-bt ;25541;reclamacao processo ;587;0,02;10,13;0;1,02
fiscalizacao-bt ;64097;reclamacao processo ;584;0,01;4,02;0;1,01
processo ;79963;reclamacao fiscalizacao-bt ;584;0,01;5,15;0;1,01
processo fiscalizacao-bt ;2926;reclamacao ;584;0,2;4,51;0;1,19
reclamacao ;207044;processo fiscalizacao-bt ;584;0;4,51;0;1
reclamacao fiscalizacao-bt ;6627;processo ;584;0,09;5,15;0;1,08
reclamacao processo ;10605;fiscalizacao-bt ;584;0,06;4,02;0;1,04
negativacao ;913226;religacao-bt retificacao-nome-end ;574;0;2,66;0;1
negativacao religacao-bt ;236137;retificacao-nome-end ;574;0;1,71;0;1
negativacao retificacao-nome-end ;2243;religacao-bt ;574;0,26;3,12;0;1,23
religacao-bt ;383478;negativacao retificacao-nome-end ;574;0;3,12;0;1
religacao-bt retificacao-nome-end ;1104;negativacao ;574;0,52;2,66;0;1,67
retificacao-nome-end ;6637;negativacao religacao-bt ;574;0,09;1,71;0;1,04
modifmanut-medic-bt ;49414;ren toi ;570;0,01;1,55;0;1
modifmanut-medic-bt ;49414;toi ;570;0,01;1,55;0;1
modifmanut-medic-bt toi ;570;ren ;570;1;15,23;0;532,57
ren ;306902;modifmanut-medic-bt toi ;570;0;15,23;0;1
ren modifmanut-medic-bt ;7112;toi ;570;0,08;10,77;0;1,08
ren toi ;34778;modifmanut-medic-bt ;570;0,02;1,55;0;1,01
toi ;34778;modifmanut-medic-bt ;570;0,02;1,55;0;1,01
toi ;34778;ren modifmanut-medic-bt ;570;0,02;10,77;0;1,02
corte-bt ;489093;modifmanut-medic-bt substituicao-bt ;569;0;1,28;0;1
corte-bt modifmanut-medic-bt ;8508;substituicao-bt ;569;0,07;12,24;0;1,07
corte-bt substituicao-bt ;4344;modifmanut-medic-bt ;569;0,13;12,39;0;1,14
modifmanut-medic-bt ;49414;corte-bt substituicao-bt ;569;0,01;12,39;0;1,01
modifmanut-medic-bt substituicao-bt ;4263;corte-bt ;569;0,13;1,28;0;1,03
substituicao-bt ;25541;corte-bt modifmanut-medic-bt ;569;0,02;12,24;0;1,02
religacao-bt ;383478;ren substituicao-bt ;566;0;2,98;0;1
religacao-bt ren ;35276;substituicao-bt ;566;0,02;2,94;0;1,01
religacao-bt substituicao-bt ;4622;ren ;566;0,12;1,86;0;1,06
ren ;306902;religacao-bt substituicao-bt ;566;0;1,86;0;1
ren substituicao-bt ;2315;religacao-bt ;566;0,24;2,98;0;1,21
substituicao-bt ;25541;religacao-bt ren ;566;0,02;2,94;0;1,01
corte-bt ;489093;fiscalizacao-bt retirada-bt ;561;0;5,37;0;1
corte-bt fiscalizacao-bt ;46776;retirada-bt ;561;0,01;28,27;0;1,01
corte-bt retirada-bt ;865;fiscalizacao-bt ;561;0,65;47,29;0;2,8
fiscalizacao-bt ;64097;corte-bt retirada-bt ;561;0,01;47,29;0;1,01
fiscalizacao-bt retirada-bt ;998;corte-bt ;561;0,56;5,37;0;2,04
retirada-bt ;1983;corte-bt fiscalizacao-bt ;561;0,28;28,27;0;1,38
afericao-bt ;27085;reclamacao fiscalizacao-bt ;560;0,02;14,58;0;1,02
fiscalizacao-bt ;64097;reclamacao afericao-bt ;560;0,01;3,31;0;1,01
fiscalizacao-bt afericao-bt ;995;reclamacao ;560;0,56;12,71;0;2,18
reclamacao ;207044;fiscalizacao-bt afericao-bt ;560;0;12,71;0;1
reclamacao afericao-bt ;12320;fiscalizacao-bt ;560;0,05;3,31;0;1,03
reclamacao fiscalizacao-bt ;6627;afericao-bt ;560;0,08;14,58;0;1,09
afericao-bt ;27085;negativacao solicitacaoouvidoria ;559;0,02;19,37;0;1,02
afericao-bt solicitacaoouvidoria ;1335;negativacao ;559;0,42;2,14;0;1,38
negativacao ;913226;afericao-bt solicitacaoouvidoria ;559;0;2,14;0;1
negativacao afericao-bt ;11442;solicitacaoouvidoria ;559;0,05;16,5;0;1,05
negativacao solicitacaoouvidoria ;4980;afericao-bt ;559;0,11;19,37;0;1,12
solicitacaoouvidoria ;13841;negativacao afericao-bt ;559;0,04;16,5;0;1,04
fiscalizacao-bt ;64097;solicitacaoouvidoria ;555;0,01;2,92;0;1,01
solicitacaoouvidoria ;13841;fiscalizacao-bt ;555;0,04;2,92;0;1,03
negativacao ;913226;processo substituicao-bt ;548;0;2,05;0;1
negativacao processo ;26936;substituicao-bt ;548;0,02;3,72;0;1,02
negativacao substituicao-bt ;9169;processo ;548;0,06;3,49;0;1,05
processo ;79963;negativacao substituicao-bt ;548;0,01;3,49;0;1
processo substituicao-bt ;1366;negativacao ;548;0,4;2,05;0;1,34
substituicao-bt ;25541;negativacao processo ;548;0,02;3,72;0;1,02
alterar-carga-bt ;13586;negativacao reclamacao ;543;0,04;2,28;0;1,02
negativacao ;913226;reclamacao alterar-carga-bt ;543;0;1,36;0;1
negativacao alterar-carga-bt ;3649;reclamacao ;543;0,15;3,36;0;1,12
negativacao reclamacao ;82075;alterar-carga-bt ;543;0,01;2,28;0;1
reclamacao ;207044;negativacao alterar-carga-bt ;543;0;3,36;0;1
reclamacao alterar-carga-bt ;2044;negativacao ;543;0,27;1,36;0;1,09
processo ;79963;religacao-bt substituicao-bt ;538;0,01;6,8;0;1,01
processo substituicao-bt ;1366;religacao-bt ;538;0,39;4,8;0;1,51
religacao-bt ;383478;processo substituicao-bt ;538;0;4,8;0;1
religacao-bt processo ;16272;substituicao-bt ;538;0,03;6,05;0;1,03
religacao-bt substituicao-bt ;4622;processo ;538;0,12;6,8;0;1,11
substituicao-bt ;25541;religacao-bt processo ;538;0,02;6,05;0;1,02
processo ;79963;religacao-bt toi ;535;0,01;7,99;0;1,01
processo toi ;2516;religacao-bt ;535;0,21;2,59;0;1,17
religacao-bt ;383478;processo toi ;535;0;2,59;0;1
religacao-bt processo ;16272;toi ;535;0,03;4,42;0;1,03
religacao-bt toi ;3912;processo ;535;0,14;7,99;0;1,14
toi ;34778;religacao-bt processo ;535;0,02;4,42;0;1,01
corte-bt ;489093;negativacao retificacao-nome-end ;533;0;2,27;0;1
corte-bt retificacao-nome-end ;858;negativacao ;533;0,62;3,18;0;2,12
negativacao ;913226;corte-bt retificacao-nome-end ;533;0;3,18;0;1
negativacao corte-bt ;304318;retificacao-nome-end ;533;0;1,23;0;1
negativacao retificacao-nome-end ;2243;corte-bt ;533;0,24;2,27;0;1,17
retificacao-nome-end ;6637;negativacao corte-bt ;533;0,08;1,23;0;1,02
modifmanut-medic-bt ;49414;verif-instalacao-bt substituicao-bt ;532;0,01;8,61;0;1,01
modifmanut-medic-bt substituicao-bt ;4263;verif-instalacao-bt ;532;0,12;9,47;0;1,13
reclamacao ;207044;ren solicitacaoouvidoria ;532;0;9,1;0;1
reclamacao solicitacaoouvidoria ;6878;ren ;532;0,08;1,18;0;1,01
ren ;306902;reclamacao solicitacaoouvidoria ;532;0;1,18;0;1
ren reclamacao ;15503;solicitacaoouvidoria ;532;0,03;11,59;0;1,03
ren solicitacaoouvidoria ;1320;reclamacao ;532;0,4;9,1;0;1,6
solicitacaoouvidoria ;13841;ren reclamacao ;532;0,04;11,59;0;1,04
solicitacaoouvidoria ;13841;substituicao-bt ;532;0,04;7,03;0;1,03
substituicao-bt ;25541;solicitacaoouvidoria ;532;0,02;7,03;0;1,02
substituicao-bt ;25541;verif-instalacao-bt modifmanut-medic-bt ;532;0,02;30,5;0;1,02
verif-instalacao-bt ;61563;modifmanut-medic-bt substituicao-bt ;532;0,01;9,47;0;1,01
verif-instalacao-bt modifmanut-medic-bt ;3192;substituicao-bt ;532;0,17;30,5;0;1,19
verif-instalacao-bt substituicao-bt ;5846;modifmanut-medic-bt ;532;0,09;8,61;0;1,09
determ-judicial ;733;processo ;529;0,72;42,18;0;3,51
processo ;79963;determ-judicial ;529;0,01;42,18;0;1,01
ligacao-nova-bt ;874;vistoria-bt ;524;0,6;210,43;0;2,48
vistoria-bt ;13317;ligacao-nova-bt ;524;0,04;210,43;0;1,04
corte-bt ;489093;fiscalizacao-bt substituicao-bt ;515;0;7,37;0;1
corte-bt fiscalizacao-bt ;46776;substituicao-bt ;515;0,01;2,01;0;1,01
corte-bt substituicao-bt ;4344;fiscalizacao-bt ;515;0,12;8,65;0;1,12
fiscalizacao-bt ;64097;corte-bt substituicao-bt ;515;0,01;8,65;0;1,01
fiscalizacao-bt substituicao-bt ;668;corte-bt ;515;0,77;7,37;0;3,88
substituicao-bt ;25541;corte-bt fiscalizacao-bt ;515;0,02;2,01;0;1,01
alterar-carga-bt ;13586;modifmanut-medic-bt vistoria-bt ;514;0,04;263,14;0;1,04
alterar-carga-bt vistoria-bt ;7659;modifmanut-medic-bt ;514;0,07;6,35;0;1,06
modifmanut-medic-bt ;49414;alterar-carga-bt vistoria-bt ;514;0,01;6,35;0;1,01
modifmanut-medic-bt alterar-carga-bt ;690;vistoria-bt ;514;0,74;261,45;0;3,89
modifmanut-medic-bt vistoria-bt ;672;alterar-carga-bt ;514;0,76;263,14;0;4,21
vistoria-bt ;13317;modifmanut-medic-bt alterar-carga-bt ;514;0,04;261,45;0;1,04
fiscalizacao-bt ;64097;ren verif-instalacao-bt ;491;0,01;3,42;0;1,01
fiscalizacao-bt verif-instalacao-bt ;1754;ren ;491;0,28;4,26;0;1,3
ren ;306902;fiscalizacao-bt verif-instalacao-bt ;491;0;4,26;0;1
ren fiscalizacao-bt ;12739;verif-instalacao-bt ;491;0,04;2,93;0;1,03
ren verif-instalacao-bt ;10484;fiscalizacao-bt ;491;0,05;3,42;0;1,03
verif-instalacao-bt ;61563;ren fiscalizacao-bt ;491;0,01;2,93;0;1,01
verif-instalacao-bt ;61563;vistoria-bt ;487;0,01;2,78;0;1,01
vistoria-bt ;13317;verif-instalacao-bt ;487;0,04;2,78;0;1,02
negativacao ;913226;retirada-bt ;483;0;1,25;0;1
retirada-bt ;1983;negativacao ;483;0,24;1,25;0;1,06
corte-bt ;489093;ren substituicao-bt ;482;0;1,99;0;1
corte-bt ren ;52998;substituicao-bt ;482;0,01;1,66;0;1
corte-bt substituicao-bt ;4344;ren ;482;0,11;1,69;0;1,05
ren ;306902;corte-bt substituicao-bt ;482;0;1,69;0;1
ren substituicao-bt ;2315;corte-bt ;482;0,21;1,99;0;1,13
substituicao-bt ;25541;corte-bt ren ;482;0,02;1,66;0;1,01
corte-bt ;489093;negativacao dados-do-atendimento ;476;0;5,12;0;1
corte-bt dados-do-atendimento ;769;negativacao ;476;0,62;3,17;0;2,1
dados-do-atendimento ;1989;negativacao corte-bt ;476;0,24;3,68;0;1,23
negativacao ;913226;corte-bt dados-do-atendimento ;476;0;3,17;0;1
negativacao ;913226;ren solicitacaoouvidoria ;476;0;1,85;0;1
negativacao corte-bt ;304318;dados-do-atendimento ;476;0;3,68;0;1
negativacao dados-do-atendimento ;888;corte-bt ;476;0,54;5,12;0;1,93
negativacao ren ;79738;solicitacaoouvidoria ;476;0,01;2,02;0;1
negativacao solicitacaoouvidoria ;4980;ren ;476;0,1;1,46;0;1,03
ren ;306902;negativacao solicitacaoouvidoria ;476;0;1,46;0;1
ren solicitacaoouvidoria ;1320;negativacao ;476;0,36;1,85;0;1,26
solicitacaoouvidoria ;13841;negativacao ren ;476;0,03;2,02;0;1,02
afericao-bt ;27085;verif-instalacao-bt substituicao-bt ;475;0,02;14,02;0;1,02
afericao-bt substituicao-bt ;2901;verif-instalacao-bt ;475;0,16;12,43;0;1,18
negativacao ;913226;reclamacao vistoria-bt ;475;0;1,62;0;1
negativacao reclamacao ;82075;vistoria-bt ;475;0,01;2,03;0;1
negativacao vistoria-bt ;3828;reclamacao ;475;0,12;2,8;0;1,09
reclamacao ;207044;negativacao vistoria-bt ;475;0;2,8;0;1
reclamacao vistoria-bt ;1497;negativacao ;475;0,32;1,62;0;1,18
substituicao-bt ;25541;verif-instalacao-bt afericao-bt ;475;0,02;35,93;0;1,02
verif-instalacao-bt ;61563;afericao-bt substituicao-bt ;475;0,01;12,43;0;1,01
verif-instalacao-bt afericao-bt ;2419;substituicao-bt ;475;0,2;35,93;0;1,24
verif-instalacao-bt substituicao-bt ;5846;afericao-bt ;475;0,08;14,02;0;1,08
vistoria-bt ;13317;negativacao reclamacao ;475;0,04;2,03;0;1,02
acompanhamento-bt ;3497;reclamacao alterar-carga-bt ;472;0,13;308,64;0;1,16
alterar-carga-bt ;13586;reclamacao acompanhamento-bt ;472;0,03;253,32;0;1,04
alterar-carga-bt acompanhamento-bt ;2072;reclamacao ;472;0,23;5,14;0;1,24
reclamacao ;207044;alterar-carga-bt acompanhamento-bt ;472;0;5,14;0;1
reclamacao acompanhamento-bt ;641;alterar-carga-bt ;472;0,74;253,32;0;3,76
reclamacao alterar-carga-bt ;2044;acompanhamento-bt ;472;0,23;308,64;0;1,3
afericao-bt ;27085;corte-bt modifmanut-medic-bt ;471;0,02;9,55;0;1,02
corte-bt ;489093;modifmanut-medic-bt afericao-bt ;471;0;2,73;0;1
corte-bt afericao-bt ;6642;modifmanut-medic-bt ;471;0,07;6,71;0;1,06
corte-bt modifmanut-medic-bt ;8508;afericao-bt ;471;0,06;9,55;0;1,05
modifmanut-medic-bt ;49414;corte-bt afericao-bt ;471;0,01;6,71;0;1,01
modifmanut-medic-bt afericao-bt ;1651;corte-bt ;471;0,29;2,73;0;1,25
dados-do-atendimento ;1989;negativacao religacao-bt ;470;0,24;4,68;0;1,24
negativacao ;913226;reclamacao retificacao-nome-end ;470;0;1,81;0;1
negativacao ;913226;religacao-bt dados-do-atendimento ;470;0;3,06;0;1
negativacao dados-do-atendimento ;888;religacao-bt ;470;0,53;6,45;0;1,95
negativacao reclamacao ;82075;retificacao-nome-end ;470;0,01;4,03;0;1
negativacao religacao-bt ;236137;dados-do-atendimento ;470;0;4,68;0;1
negativacao retificacao-nome-end ;2243;reclamacao ;470;0,21;4,73;0;1,21
reclamacao ;207044;negativacao retificacao-nome-end ;470;0;4,73;0;1
reclamacao retificacao-nome-end ;1326;negativacao ;470;0,35;1,81;0;1,24
religacao-bt ;383478;negativacao dados-do-atendimento ;470;0;6,45;0;1
religacao-bt dados-do-atendimento ;786;negativacao ;470;0,6;3,06;0;2
retificacao-nome-end ;6637;negativacao reclamacao ;470;0,07;4,03;0;1,06
afericao-bt ;27085;corte-bt solicitacaoouvidoria ;468;0,02;21,1;0;1,02
afericao-bt solicitacaoouvidoria ;1335;corte-bt ;468;0,35;3,35;0;1,38
corte-bt ;489093;afericao-bt solicitacaoouvidoria ;468;0;3,35;0;1
corte-bt afericao-bt ;6642;solicitacaoouvidoria ;468;0,07;23,79;0;1,07
corte-bt solicitacaoouvidoria ;3828;afericao-bt ;468;0,12;21,1;0;1,13
solicitacaoouvidoria ;13841;corte-bt afericao-bt ;468;0,03;23,79;0;1,03
afericao-bt ;27085;religacao-bt modifmanut-medic-bt ;467;0,02;10,41;0;1,02
modifmanut-medic-bt ;49414;religacao-bt afericao-bt ;467;0,01;7,18;0;1,01
modifmanut-medic-bt afericao-bt ;1651;religacao-bt ;467;0,28;3,45;0;1,28
religacao-bt ;383478;modifmanut-medic-bt afericao-bt ;467;0;3,45;0;1
religacao-bt afericao-bt ;6154;modifmanut-medic-bt ;467;0,08;7,18;0;1,07
religacao-bt modifmanut-medic-bt ;7741;afericao-bt ;467;0,06;10,41;0;1,06
ren ;306902;retirada-bt ;467;0;3,59;0;1
retirada-bt ;1983;ren ;467;0,24;3,59;0;1,22
arrecad--tesouraria ;1118;religacao-bt ;462;0,41;5,04;0;1,56
corte-bt ;489093;religacao-bt desligamento-bt ;462;0;4,45;0;1
corte-bt desligamento-bt ;3403;religacao-bt ;462;0,14;1,65;0;1,06
religacao-bt ;383478;arrecad--tesouraria ;462;0;5,04;0;1
religacao-bt ;383478;corte-bt desligamento-bt ;462;0;1,65;0;1
religacao-bt desligamento-bt ;992;corte-bt ;462;0,47;4,45;0;1,67
fiscalizacao-bt ;64097;reclamacao modifmanut-medic-bt ;461;0,01;3,15;0;1
fiscalizacao-bt modifmanut-medic-bt ;1333;reclamacao ;461;0,35;7,81;0;1,46
modifmanut-medic-bt ;49414;reclamacao fiscalizacao-bt ;461;0,01;6,58;0;1,01
reclamacao ;207044;fiscalizacao-bt modifmanut-medic-bt ;461;0;7,81;0;1
reclamacao fiscalizacao-bt ;6627;modifmanut-medic-bt ;461;0,07;6,58;0;1,06
reclamacao modifmanut-medic-bt ;10674;fiscalizacao-bt ;461;0,04;3,15;0;1,03
corte-bt ;489093;fiscalizacao-bt solicitacaoouvidoria ;455;0;7,83;0;1
corte-bt fiscalizacao-bt ;46776;solicitacaoouvidoria ;455;0,01;3,28;0;1,01
corte-bt solicitacaoouvidoria ;3828;fiscalizacao-bt ;455;0,12;8,67;0;1,12
fiscalizacao-bt ;64097;corte-bt solicitacaoouvidoria ;455;0,01;8,67;0;1,01
fiscalizacao-bt solicitacaoouvidoria ;555;corte-bt ;455;0,82;7,83;0;4,92
solicitacaoouvidoria ;13841;corte-bt fiscalizacao-bt ;455;0,03;3,28;0;1,02
arrecad--tesouraria ;1118;corte-bt ;449;0,4;3,84;0;1,49
corte-bt ;489093;arrecad--tesouraria ;449;0;3,84;0;1
arrecad--tesouraria ;1118;reclamacao ;447;0,4;9,03;0;1,59
reclamacao ;207044;arrecad--tesouraria ;447;0;9,03;0;1
fiscalizacao-bt ;64097;negativacao vistoria-bt ;446;0,01;8,5;0;1,01
fiscalizacao-bt vistoria-bt ;1430;negativacao ;446;0,31;1,6;0;1,17
negativacao ;913226;fiscalizacao-bt vistoria-bt ;446;0;1,6;0;1
negativacao fiscalizacao-bt ;35516;vistoria-bt ;446;0,01;4,41;0;1,01
negativacao vistoria-bt ;3828;fiscalizacao-bt ;446;0,12;8,5;0;1,12
vistoria-bt ;13317;negativacao fiscalizacao-bt ;446;0,03;4,41;0;1,03
acompanhamento-bt ;3497;negativacao alterar-carga-bt ;439;0,13;160,8;0;1,14
alterar-carga-bt ;13586;negativacao acompanhamento-bt ;439;0,03;180,44;0;1,03
alterar-carga-bt acompanhamento-bt ;2072;negativacao ;439;0,21;1,08;0;1,02
negativacao ;913226;alterar-carga-bt acompanhamento-bt ;439;0;1,08;0;1
negativacao acompanhamento-bt ;837;alterar-carga-bt ;439;0,52;180,44;0;2,09
negativacao alterar-carga-bt ;3649;acompanhamento-bt ;439;0,12;160,8;0;1,14
ren ;306902;retificacao-nome-end ;439;0;1,01;0;1
retificacao-nome-end ;6637;ren ;439;0,07;1,01;0;1
corte-bt ;489093;verif-instalacao-bt solicitacaoouvidoria ;438;0;2,78;0;1
corte-bt solicitacaoouvidoria ;3828;verif-instalacao-bt ;438;0,11;8,69;0;1,11
corte-bt verif-instalacao-bt ;11365;solicitacaoouvidoria ;438;0,04;13,01;0;1,04
solicitacaoouvidoria ;13841;corte-bt verif-instalacao-bt ;438;0,03;13,01;0;1,03
verif-instalacao-bt ;61563;corte-bt solicitacaoouvidoria ;438;0,01;8,69;0;1,01
verif-instalacao-bt solicitacaoouvidoria ;1508;corte-bt ;438;0,29;2,78;0;1,26
corte-bt ;489093;ren solicitacaoouvidoria ;429;0;3,11;0;1
corte-bt ren ;52998;solicitacaoouvidoria ;429;0,01;2,73;0;1,01
corte-bt solicitacaoouvidoria ;3828;ren ;429;0,11;1,71;0;1,05
ren ;306902;corte-bt solicitacaoouvidoria ;429;0;1,71;0;1
ren solicitacaoouvidoria ;1320;corte-bt ;429;0,33;3,11;0;1,32
solicitacaoouvidoria ;13841;corte-bt ren ;429;0,03;2,73;0;1,02
fiscalizacao-bt ;64097;religacao-bt substituicao-bt ;425;0,01;6,71;0;1,01
fiscalizacao-bt substituicao-bt ;668;religacao-bt ;425;0,64;7,75;0;2,51
religacao-bt ;383478;fiscalizacao-bt substituicao-bt ;425;0;7,75;0;1
religacao-bt fiscalizacao-bt ;28078;substituicao-bt ;425;0,02;2,77;0;1,01
religacao-bt substituicao-bt ;4622;fiscalizacao-bt ;425;0,09;6,71;0;1,09
substituicao-bt ;25541;religacao-bt fiscalizacao-bt ;425;0,02;2,77;0;1,01
corte-bt ;489093;processo substituicao-bt ;420;0;2,94;0;1
corte-bt processo ;18620;substituicao-bt ;420;0,02;4,13;0;1,02
corte-bt substituicao-bt ;4344;processo ;420;0,1;5,65;0;1,09
processo ;79963;corte-bt substituicao-bt ;420;0,01;5,65;0;1
processo substituicao-bt ;1366;corte-bt ;420;0,31;2,94;0;1,29
substituicao-bt ;25541;corte-bt processo ;420;0,02;4,13;0;1,01
afericao-bt ;27085;religacao-bt solicitacaoouvidoria ;417;0,02;19,46;0;1,01
afericao-bt solicitacaoouvidoria ;1335;religacao-bt ;417;0,31;3,81;0;1,33
religacao-bt ;383478;afericao-bt solicitacaoouvidoria ;417;0;3,81;0;1
religacao-bt afericao-bt ;6154;solicitacaoouvidoria ;417;0,07;22,88;0;1,07
religacao-bt solicitacaoouvidoria ;3697;afericao-bt ;417;0,11;19,46;0;1,12
solicitacaoouvidoria ;13841;religacao-bt afericao-bt ;417;0,03;22,88;0;1,03
modifmanut-medic-bt ;49414;ren processo ;416;0,01;3,51;0;1,01
processo ;79963;ren modifmanut-medic-bt ;416;0,01;3,42;0;1
